"Date","Price","Open","High","Low","Vol.","Change %"
"2020-5-4","0.128","0.129","0.129","0.127","16.06M","0.00%"
"2020-4-29","0.128","0.129","0.129","0.127","13.76M","0.00%"
"2020-4-28","0.128","0.128","0.134","0.128","11.59M","0.00%"
"2020-4-27","0.128","0.126","0.128","0.126","18.45M","1.59%"
"2020-4-24","0.126","0.129","0.130","0.126","18.31M","-3.08%"
"2020-4-23","0.130","0.143","0.143","0.127","14.40M","-0.76%"
"2020-4-22","0.131","0.130","0.133","0.126","76.58M","1.55%"
"2020-4-21","0.129","0.129","0.130","0.127","14.25M","0.00%"
"2020-4-20","0.129","0.130","0.130","0.127","15.89M","-1.53%"
"2020-4-17","0.131","0.130","0.131","0.127","13.59M","0.77%"
"2020-4-16","0.130","0.135","0.135","0.129","17.41M","-4.41%"
"2020-4-15","0.136","0.130","0.148","0.130","10.80M","5.43%"
"2020-4-14","0.129","0.134","0.134","0.126","8.26M","-3.73%"
"2020-4-9","0.134","0.130","0.130","0.130","8.00K","0.00%"
"2020-4-8","0.134","0.130","0.134","0.127","8.10M","0.00%"
"2020-4-7","0.134","0.140","0.145","0.127","20.97M","-2.19%"
"2020-4-6","0.137","0.133","0.160","0.133","15.61M","3.01%"
"2020-4-3","0.133","0.132","0.134","0.124","12.89M","0.00%"
"2020-4-2","0.133","0.132","0.135","0.132","8.26M","0.76%"
"2020-4-1","0.132","0.130","0.134","0.129","11.17M","-3.65%"
"2020-3-31","0.137","0.112","0.137","0.112","24.00K","-0.72%"
"2020-3-30","0.138","0.138","0.138","0.138","8.00K","15.00%"
"2020-3-27","0.120","0.120","0.120","0.120","40.00K","-4.00%"
"2020-3-26","0.125","0.125","0.125","0.125","","0.00%"
"2020-3-25","0.125","0.125","0.125","0.125","","-8.76%"
"2020-3-24","0.137","0.135","0.138","0.135","200.00K","0.00%"
"2020-3-23","0.137","0.137","0.137","0.137","","-6.80%"
"2020-3-20","0.147","0.129","0.148","0.129","304.00K","18.55%"
"2020-3-19","0.124","0.149","0.149","0.090","840.27K","-16.78%"
"2020-3-18","0.149","0.110","0.149","0.103","224.00K","35.45%"
"2020-3-17","0.110","0.108","0.110","0.108","72.00K","-3.51%"
"2020-3-16","0.114","0.117","0.117","0.105","1.06M","-9.52%"
"2020-3-13","0.126","0.128","0.128","0.110","2.24M","-3.08%"
"2020-3-12","0.130","0.135","0.136","0.130","2.63M","-10.34%"
"2020-3-11","0.145","0.145","0.145","0.145","","0.00%"
"2020-3-10","0.145","0.145","0.145","0.145","","0.00%"
"2020-3-9","0.145","0.145","0.145","0.145","720.00K","-6.45%"
"2020-3-6","0.155","0.155","0.155","0.155","","-3.12%"
"2020-3-5","0.160","0.161","0.161","0.160","368.70K","-0.62%"
"2020-3-4","0.161","0.161","0.161","0.161","","8.78%"
"2020-3-3","0.148","0.149","0.150","0.148","651.00K","0.68%"
"2020-3-2","0.147","0.147","0.147","0.147","","-0.68%"
"2020-2-28","0.148","0.142","0.142","0.135","200.05K","-1.33%"
"2020-2-27","0.150","0.142","0.142","0.142","31.08K","3.45%"
"2020-2-26","0.145","0.146","0.146","0.145","506.00K","1.40%"
"2020-2-25","0.143","0.144","0.145","0.143","512.00K","-2.05%"
"2020-2-24","0.146","0.146","0.146","0.146","","0.00%"
"2020-2-21","0.146","0.146","0.146","0.146","0.18K","0.00%"
"2020-2-20","0.146","0.146","0.146","0.146","","0.69%"
"2020-2-19","0.145","0.141","0.143","0.141","109.24K","-7.05%"
"2020-2-18","0.156","0.156","0.156","0.156","","0.00%"
"2020-2-17","0.156","0.156","0.156","0.156","128.00K","-0.64%"
"2020-2-14","0.157","0.157","0.157","0.157","3.19M","3.29%"
"2020-2-13","0.152","0.152","0.152","0.152","9.00K","-4.40%"
"2020-2-12","0.159","0.160","0.160","0.160","2.24M","2.58%"
"2020-2-11","0.155","0.158","0.158","0.155","6.62M","0.00%"
"2020-2-10","0.155","0.155","0.155","0.154","8.16M","-0.64%"
"2020-2-7","0.156","0.150","0.159","0.150","72.00K","-0.64%"
"2020-2-6","0.157","0.152","0.159","0.152","8.08M","3.29%"
"2020-2-5","0.152","0.161","0.161","0.139","9.78M","-5.59%"
"2020-2-4","0.161","0.146","0.163","0.146","21.79M","9.52%"
"2020-2-3","0.147","0.148","0.148","0.147","683.00K","-1.34%"
"2020-1-31","0.149","0.140","0.149","0.140","688.00K","-3.25%"
"2020-1-30","0.154","0.154","0.154","0.154","","-0.65%"
"2020-1-29","0.155","0.158","0.158","0.158","240.00K","-7.74%"
"2020-1-24","0.168","0.168","0.168","0.168","40.00K","12.00%"
"2020-1-23","0.150","0.159","0.159","0.150","1.27M","-5.66%"
"2020-1-22","0.159","0.158","0.160","0.157","1.34M","6.00%"
"2020-1-21","0.150","0.149","0.149","0.149","28.00K","3.45%"
"2020-1-20","0.145","0.145","0.145","0.145","118.50K","0.00%"
"2020-1-17","0.145","0.146","0.146","0.145","2.73M","2.11%"
"2020-1-16","0.142","0.144","0.144","0.141","4.82M","0.00%"
"2020-1-15","0.142","0.131","0.144","0.131","350.00K","-11.25%"
"2020-1-14","0.160","0.160","0.165","0.160","3.51M","4.58%"
"2020-1-13","0.153","0.153","0.153","0.153","464.07K","0.00%"
"2020-1-10","0.153","0.149","0.153","0.148","945.00K","4.79%"
"2020-1-9","0.146","0.144","0.146","0.144","1.00M","1.39%"
"2020-1-8","0.144","0.150","0.152","0.144","75.00K","0.00%"
"2020-1-7","0.144","0.143","0.144","0.143","168.50K","2.86%"
"2020-1-6","0.140","0.140","0.140","0.140","","-6.67%"
"2020-1-3","0.150","0.150","0.150","0.150","161.01K","0.00%"
"2020-1-2","0.150","0.150","0.150","0.148","3.95M","4.17%"
"2019-12-31","0.144","0.145","0.158","0.140","640.00K","-0.69%"
"2019-12-30","0.145","0.145","0.148","0.142","12.38M","11.54%"
"2019-12-27","0.130","0.135","0.135","0.130","575.30K","-1.52%"
"2019-12-24","0.132","0.132","0.132","0.132","","0.00%"
"2019-12-23","0.132","0.152","0.152","0.130","120.00K","3.12%"
"2019-12-20","0.128","0.115","0.128","0.112","58.00K","3.23%"
"2019-12-19","0.124","0.124","0.124","0.124","2.72K","0.00%"
"2019-12-18","0.124","0.116","0.124","0.116","36.00K","-4.62%"
"2019-12-17","0.130","0.129","0.130","0.129","216.00K","0.00%"
"2019-12-16","0.130","0.130","0.130","0.130","80.00K","-0.76%"
"2019-12-13","0.131","0.131","0.131","0.131","","0.00%"
"2019-12-12","0.131","0.131","0.131","0.131","","0.00%"
"2019-12-11","0.131","0.129","0.131","0.129","1.44M","0.00%"
"2019-12-10","0.131","0.130","0.131","0.130","271.00K","0.00%"
"2019-12-9","0.131","0.131","0.131","0.131","","0.00%"
"2019-12-6","0.131","0.131","0.131","0.131","","0.00%"
"2019-12-5","0.131","0.131","0.132","0.131","140.10K","0.77%"
"2019-12-4","0.130","0.129","0.130","0.129","864.00K","0.00%"
"2019-12-3","0.130","0.129","0.131","0.129","719.46K","-0.76%"
"2019-12-2","0.131","0.130","0.131","0.130","89.50K","0.00%"
"2019-11-29","0.131","0.129","0.132","0.129","152.00K","2.34%"
"2019-11-28","0.128","0.128","0.128","0.128","937.00K","0.00%"
"2019-11-27","0.128","0.124","0.130","0.124","216.01K","3.23%"
"2019-11-26","0.124","0.124","0.124","0.124","","0.00%"
"2019-11-25","0.124","0.128","0.129","0.124","3.29M","3.33%"
"2019-11-22","0.120","0.120","0.120","0.120","","0.00%"
"2019-11-21","0.120","0.118","0.120","0.118","624.00K","0.00%"
"2019-11-20","0.120","0.120","0.120","0.120","8.00K","0.84%"
"2019-11-19","0.119","0.131","0.131","0.115","1.60M","-8.46%"
"2019-11-18","0.130","0.114","0.131","0.114","73.00K","0.00%"
"2019-11-15","0.130","0.131","0.132","0.122","2.10M","4.84%"
"2019-11-14","0.124","0.121","0.124","0.121","3.23M","-2.36%"
"2019-11-13","0.127","0.127","0.127","0.127","","-1.55%"
"2019-11-12","0.129","0.130","0.130","0.129","4.82M","-0.77%"
"2019-11-11","0.130","0.129","0.131","0.129","1.55M","-1.52%"
"2019-11-8","0.132","0.132","0.132","0.132","853.00K","9.09%"
"2019-11-7","0.121","0.119","0.129","0.119","1.84M","-3.97%"
"2019-11-6","0.126","0.129","0.129","0.129","736.00K","-2.33%"
"2019-11-5","0.129","0.128","0.129","0.128","1.07M","-0.77%"
"2019-11-4","0.130","0.116","0.130","0.116","44.00K","-1.52%"
"2019-11-1","0.132","0.132","0.132","0.132","","0.00%"
"2019-10-31","0.132","0.131","0.132","0.120","352.00K","4.76%"
"2019-10-30","0.126","0.126","0.132","0.126","280.00K","0.00%"
"2019-10-29","0.126","0.126","0.126","0.126","0.19K","-3.08%"
"2019-10-28","0.130","0.130","0.130","0.130","320.30K","-2.26%"
"2019-10-25","0.133","0.138","0.138","0.138","120.00K","3.91%"
"2019-10-24","0.128","0.128","0.128","0.128","","0.00%"
"2019-10-23","0.128","0.120","0.128","0.109","368.00K","6.67%"
"2019-10-22","0.120","0.126","0.126","0.120","1.18M","-6.25%"
"2019-10-21","0.128","0.122","0.128","0.122","167.00K","-5.88%"
"2019-10-18","0.136","0.136","0.136","0.136","696.00K","-0.73%"
"2019-10-17","0.137","0.139","0.139","0.139","304.00K","-1.44%"
"2019-10-16","0.139","0.122","0.139","0.122","1.21M","8.59%"
"2019-10-15","0.128","0.150","0.150","0.126","830.00K","-3.03%"
"2019-10-14","0.132","0.132","0.138","0.132","320.00K","-4.35%"
"2019-10-11","0.138","0.120","0.148","0.120","5.10M","14.05%"
"2019-10-10","0.121","0.125","0.125","0.121","304.00K","-3.97%"
"2019-10-9","0.126","0.128","0.138","0.126","13.28M","-9.35%"
"2019-10-8","0.139","0.140","0.140","0.139","985.00K","-1.42%"
"2019-10-4","0.141","0.141","0.142","0.141","504.00K","-6.00%"
"2019-10-3","0.150","0.150","0.150","0.150","","0.00%"
"2019-10-2","0.150","0.150","0.150","0.150","","0.00%"
"2019-9-30","0.150","0.151","0.151","0.150","488.00K","-5.66%"
"2019-9-27","0.159","0.159","0.159","0.159","","0.00%"
"2019-9-26","0.159","0.159","0.159","0.159","","-0.63%"
"2019-9-25","0.160","0.160","0.160","0.160","","0.00%"
"2019-9-24","0.160","0.160","0.160","0.160","12.00K","9.59%"
"2019-9-23","0.146","0.148","0.148","0.146","816.00K","-3.95%"
"2019-9-20","0.152","0.147","0.152","0.143","168.00K","1.33%"
"2019-9-19","0.150","0.152","0.157","0.147","5.77M","-6.25%"
"2019-9-18","0.160","0.161","0.161","0.160","56.00K","-1.84%"
"2019-9-17","0.163","0.153","0.163","0.151","1.20M","1.88%"
"2019-9-16","0.160","0.164","0.164","0.153","3.20M","-4.19%"
"2019-9-13","0.167","0.166","0.167","0.160","440.00K","0.00%"
"2019-9-12","0.167","0.167","0.168","0.162","3.45M","-1.18%"
"2019-9-11","0.169","0.167","0.169","0.166","3.30M","0.00%"
"2019-9-10","0.169","0.168","0.170","0.167","8.40M","0.60%"
"2019-9-9","0.168","0.166","0.172","0.166","24.89M","-1.18%"
"2019-9-6","0.170","0.167","0.170","0.167","2.22M","1.80%"
"2019-9-5","0.167","0.165","0.167","0.163","9.08M","-0.60%"
"2019-9-4","0.168","0.164","0.168","0.164","6.59M","-1.18%"
"2019-9-3","0.170","0.164","0.170","0.162","13.14M","0.00%"
"2019-9-2","0.170","0.167","0.170","0.164","2.54M","0.00%"
"2019-8-30","0.170","0.162","0.170","0.160","6.50M","0.00%"
"2019-8-29","0.170","0.160","0.170","0.160","3.78M","0.00%"
"2019-8-28","0.170","0.161","0.170","0.160","1.36M","-2.86%"
"2019-8-27","0.175","0.160","0.175","0.160","2.48M","2.94%"
"2019-8-26","0.170","0.160","0.170","0.160","1.11M","0.00%"
"2019-8-23","0.170","0.161","0.170","0.160","752.00K","-1.73%"
"2019-8-22","0.173","0.156","0.173","0.156","63.00K","-0.57%"
"2019-8-21","0.174","0.174","0.174","0.174","","0.00%"
"2019-8-20","0.174","0.156","0.174","0.156","214.00K","-1.14%"
"2019-8-19","0.176","0.151","0.176","0.151","488.00K","3.53%"
"2019-8-16","0.170","0.153","0.170","0.153","288.42K","0.00%"
"2019-8-15","0.170","0.170","0.170","0.170","6.00K","0.00%"
"2019-8-14","0.170","0.144","0.170","0.143","105.00K","6.25%"
"2019-8-13","0.160","0.151","0.160","0.146","1.12M","-1.23%"
"2019-8-12","0.162","0.167","0.167","0.150","701.00K","-2.99%"
"2019-8-9","0.167","0.167","0.171","0.167","120.00K","0.00%"
"2019-8-8","0.167","0.174","0.174","0.166","528.00K","-1.76%"
"2019-8-7","0.170","0.166","0.170","0.165","152.00K","3.03%"
"2019-8-6","0.165","0.169","0.169","0.164","800.00K","-2.37%"
"2019-8-5","0.169","0.166","0.169","0.166","204.05K","-0.59%"
"2019-8-2","0.170","0.175","0.175","0.169","1.19M","-1.73%"
"2019-8-1","0.173","0.174","0.174","0.172","705.00K","0.58%"
"2019-7-31","0.172","0.174","0.180","0.172","4.86M","0.00%"
"2019-7-30","0.172","0.172","0.172","0.170","1.97M","0.58%"
"2019-7-29","0.171","0.172","0.172","0.170","584.40K","-2.29%"
"2019-7-26","0.175","0.173","0.175","0.173","561.60K","0.00%"
"2019-7-25","0.175","0.176","0.176","0.171","2.38M","1.16%"
"2019-7-24","0.173","0.174","0.177","0.172","2.50M","1.76%"
"2019-7-23","0.170","0.171","0.171","0.170","504.00K","-0.58%"
"2019-7-22","0.171","0.176","0.177","0.171","3.08M","-0.58%"
"2019-7-19","0.172","0.172","0.174","0.168","1.59M","0.00%"
"2019-7-18","0.172","0.172","0.174","0.170","1.78M","1.18%"
"2019-7-17","0.170","0.170","0.179","0.169","488.00K","0.00%"
"2019-7-16","0.170","0.169","0.185","0.169","8.18M","0.00%"
"2019-7-15","0.170","0.170","0.175","0.169","1.24M","0.00%"
"2019-7-12","0.170","0.173","0.174","0.167","2.03M","-1.16%"
"2019-7-11","0.172","0.175","0.175","0.169","2.69M","-0.58%"
"2019-7-10","0.173","0.170","0.175","0.168","3.86M","2.98%"
"2019-7-9","0.168","0.168","0.172","0.167","1.33M","-1.75%"
"2019-7-8","0.171","0.180","0.180","0.170","1.41M","-6.56%"
"2019-7-5","0.183","0.166","0.187","0.166","238.75M","6.40%"
"2019-7-4","0.172","0.174","0.174","0.168","1.13M","-2.27%"
"2019-7-3","0.176","0.180","0.180","0.168","5.25M","1.73%"
"2019-7-2","0.173","0.171","0.173","0.168","816.00K","0.58%"
"2019-6-28","0.172","0.171","0.172","0.163","819.00K","0.00%"
"2019-6-27","0.172","0.176","0.176","0.170","416.16K","-1.15%"
"2019-6-26","0.174","0.189","0.199","0.174","2.19M","0.00%"
"2019-6-25","0.174","0.174","0.175","0.170","4.64M","2.35%"
"2019-6-24","0.170","0.167","0.171","0.167","791.00K","0.00%"
"2019-6-21","0.170","0.169","0.170","0.169","704.00K","-1.16%"
"2019-6-20","0.172","0.175","0.175","0.170","394.00K","0.58%"
"2019-6-19","0.171","0.170","0.172","0.170","56.00K","0.59%"
"2019-6-18","0.170","0.179","0.182","0.170","6.86M","-2.30%"
"2019-6-17","0.174","0.165","0.175","0.165","4.82M","4.82%"
"2019-6-14","0.166","0.167","0.170","0.166","280.00K","-0.60%"
"2019-6-13","0.167","0.168","0.168","0.167","120.02K","-0.60%"
"2019-6-12","0.168","0.174","0.174","0.168","4.74M","-2.33%"
"2019-6-11","0.172","0.178","0.180","0.172","4.08M","-0.58%"
"2019-6-10","0.173","0.171","0.173","0.170","4.73M","-2.81%"
"2019-6-6","0.178","0.169","0.178","0.169","320.00K","4.09%"
"2019-6-5","0.171","0.176","0.176","0.171","88.40K","-3.93%"
"2019-6-4","0.178","0.179","0.182","0.175","3.38M","1.71%"
"2019-6-3","0.175","0.176","0.180","0.175","4.20M","-0.57%"
"2019-5-31","0.176","0.171","0.180","0.170","2.55M","-2.22%"
"2019-5-30","0.180","0.172","0.180","0.171","296.00K","0.00%"
"2019-5-29","0.180","0.178","0.180","0.169","776.00K","0.56%"
"2019-5-28","0.179","0.170","0.182","0.170","5.83M","5.29%"
"2019-5-27","0.170","0.171","0.171","0.169","2.88M","0.00%"
"2019-5-24","0.170","0.179","0.179","0.168","760.00K","-1.73%"
"2019-5-23","0.173","0.173","0.173","0.173","","0.00%"
"2019-5-22","0.173","0.175","0.175","0.167","912.00K","-1.14%"
"2019-5-21","0.175","0.161","0.175","0.158","1.80M","7.36%"
"2019-5-20","0.163","0.168","0.168","0.163","734.00K","-2.98%"
"2019-5-17","0.168","0.174","0.174","0.161","2.97M","2.44%"
"2019-5-16","0.164","0.163","0.164","0.154","3.59M","0.61%"
"2019-5-15","0.163","0.172","0.179","0.162","9.07M","-8.94%"
"2019-5-14","0.179","0.182","0.182","0.170","2.72M","-1.65%"
"2019-5-10","0.182","0.178","0.200","0.170","7.12M","2.82%"
"2019-5-9","0.177","0.214","0.214","0.174","3.26M","-7.33%"
"2019-5-8","0.191","0.198","0.198","0.184","5.96M","-2.05%"
"2019-5-7","0.195","0.197","0.210","0.195","3.01M","-0.51%"
"2019-5-6","0.196","0.209","0.209","0.194","2.65M","-7.55%"
"2019-5-3","0.212","0.213","0.213","0.201","3.43M","6.53%"
"2019-5-2","0.199","0.190","0.199","0.190","856.00K","7.57%"
"2019-4-30","0.185","0.189","0.190","0.178","5.19M","-1.07%"
"2019-4-29","0.187","0.214","0.221","0.185","12.55M","-10.95%"
"2019-4-26","0.210","0.225","0.225","0.208","5.28M","-1.87%"
"2019-4-25","0.214","0.194","0.229","0.194","24.66M","10.31%"
"2019-4-24","0.194","0.175","0.194","0.175","11.09M","7.78%"
"2019-4-23","0.180","0.180","0.180","0.175","5.85M","4.65%"
"2019-4-18","0.172","0.175","0.179","0.171","3.37M","-1.15%"
"2019-4-17","0.174","0.178","0.179","0.174","790.50K","0.58%"
"2019-4-16","0.173","0.173","0.175","0.173","2.53M","1.17%"
"2019-4-15","0.171","0.161","0.175","0.161","643.00K","-0.58%"
"2019-4-12","0.172","0.169","0.172","0.169","1.05M","0.00%"
"2019-4-11","0.172","0.176","0.176","0.170","2.24M","-2.27%"
"2019-4-10","0.176","0.175","0.185","0.170","5.38M","0.57%"
"2019-4-9","0.175","0.170","0.175","0.167","10.82M","4.17%"
"2019-4-8","0.168","0.167","0.170","0.166","2.74M","-1.18%"
"2019-4-4","0.170","0.178","0.178","0.168","1.55M","-1.73%"
"2019-4-3","0.173","0.169","0.173","0.167","1.78M","4.85%"
"2019-4-2","0.165","0.167","0.167","0.165","704.60K","-1.20%"
"2019-4-1","0.167","0.166","0.170","0.166","2.85M","0.60%"
"2019-3-29","0.166","0.168","0.169","0.165","730.00K","0.00%"
"2019-3-28","0.166","0.166","0.166","0.166","","0.00%"
"2019-3-27","0.166","0.168","0.168","0.166","1.62M","-1.19%"
"2019-3-26","0.168","0.165","0.170","0.165","1.41M","0.00%"
"2019-3-25","0.168","0.172","0.172","0.168","594.01K","-3.45%"
"2019-3-22","0.174","0.174","0.174","0.174","208.00K","0.00%"
"2019-3-21","0.174","0.175","0.175","0.174","360.00K","-1.14%"
"2019-3-20","0.176","0.177","0.177","0.170","1.17M","-1.68%"
"2019-3-19","0.179","0.177","0.179","0.177","60.00K","1.13%"
"2019-3-18","0.177","0.175","0.180","0.175","616.00K","1.14%"
"2019-3-15","0.175","0.175","0.179","0.175","371.00K","-2.23%"
"2019-3-14","0.179","0.175","0.179","0.175","65.00K","-0.56%"
"2019-3-13","0.180","0.180","0.180","0.176","288.00K","0.56%"
"2019-3-12","0.179","0.175","0.180","0.175","1.94M","2.29%"
"2019-3-11","0.175","0.175","0.177","0.175","1.91M","0.00%"
"2019-3-8","0.175","0.175","0.179","0.171","3.49M","-1.13%"
"2019-3-7","0.177","0.179","0.179","0.175","1.02M","-0.56%"
"2019-3-6","0.178","0.175","0.182","0.174","3.00M","-1.11%"
"2019-3-5","0.180","0.175","0.181","0.175","4.68M","0.56%"
"2019-3-4","0.179","0.177","0.179","0.175","3.86M","0.56%"
"2019-3-1","0.178","0.176","0.180","0.172","4.40M","1.14%"
"2019-2-28","0.176","0.180","0.180","0.172","2.65M","1.15%"
"2019-2-27","0.174","0.175","0.179","0.174","3.82M","-1.69%"
"2019-2-26","0.177","0.182","0.182","0.175","7.39M","-1.67%"
"2019-2-25","0.180","0.175","0.185","0.175","16.52M","5.26%"
"2019-2-22","0.171","0.160","0.172","0.160","8.45M","4.91%"
"2019-2-21","0.163","0.140","0.163","0.140","7.26M","13.99%"
"2019-2-20","0.143","0.137","0.152","0.137","3.39M","3.62%"
"2019-2-19","0.138","0.133","0.140","0.132","17.06M","3.76%"
"2019-2-18","0.133","0.130","0.137","0.124","5.43M","2.31%"
"2019-2-15","0.130","0.123","0.130","0.123","5.26M","4.00%"
"2019-2-14","0.125","0.125","0.129","0.125","1.24M","0.81%"
"2019-2-13","0.124","0.124","0.128","0.123","1.71M","1.64%"
"2019-2-12","0.122","0.118","0.123","0.118","552.00K","3.39%"
"2019-2-11","0.118","0.112","0.118","0.112","596.00K","3.51%"
"2019-2-8","0.114","0.113","0.114","0.113","48.00K","0.00%"
"2019-2-4","0.114","0.110","0.114","0.110","280.00K","3.64%"
"2019-2-1","0.110","0.112","0.114","0.110","360.00K","-4.35%"
"2019-1-31","0.115","0.109","0.119","0.109","504.81K","2.68%"
"2019-1-30","0.112","0.112","0.114","0.109","456.00K","-2.61%"
"2019-1-29","0.115","0.112","0.115","0.112","155.20K","-1.71%"
"2019-1-28","0.117","0.116","0.119","0.112","3.82M","0.86%"
"2019-1-25","0.116","0.114","0.118","0.109","2.66M","1.75%"
"2019-1-24","0.114","0.114","0.119","0.111","1.00M","-5.00%"
"2019-1-23","0.120","0.119","0.121","0.114","2.04M","5.26%"
"2019-1-22","0.114","0.123","0.124","0.110","3.55M","0.00%"
"2019-1-21","0.114","0.119","0.121","0.110","3.11M","-2.56%"
"2019-1-18","0.117","0.116","0.122","0.113","1.02M","0.00%"
"2019-1-17","0.117","0.121","0.121","0.110","5.70M","0.00%"
"2019-1-16","0.117","0.125","0.125","0.115","161.00K","-0.85%"
"2019-1-15","0.118","0.123","0.123","0.104","4.08M","7.27%"
"2019-1-14","0.110","0.110","0.115","0.105","1.02M","4.76%"
"2019-1-11","0.105","0.105","0.105","0.105","1.02M","0.00%"
"2019-1-10","0.105","0.108","0.108","0.105","1.04M","2.94%"
"2019-1-9","0.102","0.103","0.103","0.102","856.00K","-2.86%"
"2019-1-8","0.105","0.108","0.108","0.105","528.00K","6.06%"
"2019-1-7","0.099","0.100","0.101","0.099","4.54M","-2.94%"
"2019-1-4","0.102","0.109","0.113","0.100","5.61M","-10.53%"
"2019-1-3","0.114","0.113","0.114","0.106","2.34M","-3.39%"
"2019-1-2","0.118","0.120","0.120","0.120","8.00K","5.36%"
"2018-12-31","0.112","0.106","0.108","0.105","424.00K","-5.88%"
"2018-12-28","0.119","0.111","0.119","0.111","120.60K","-2.46%"
"2018-12-27","0.122","0.128","0.128","0.116","5.96M","0.00%"
"2018-12-24","0.122","0.122","0.122","0.122","","-0.81%"
"2018-12-21","0.123","0.113","0.123","0.113","16.00K","-1.60%"
"2018-12-19","0.125","0.128","0.128","0.128","8.00K","5.93%"
"2018-12-18","0.118","0.124","0.129","0.113","1.21M","-2.48%"
"2018-12-14","0.121","0.124","0.124","0.124","8.00K","5.22%"
"2018-12-13","0.115","0.130","0.130","0.112","1.01M","-8.73%"
"2018-12-12","0.126","0.112","0.126","0.112","104.00K","0.00%"
"2018-12-11","0.126","0.124","0.128","0.124","1.14M","5.00%"
"2018-12-10","0.120","0.120","0.120","0.120","248.00K","-0.83%"
"2018-12-6","0.121","0.111","0.121","0.111","18.00K","-0.82%"
"2018-12-5","0.122","0.135","0.135","0.135","8.00K","4.27%"
"2018-12-4","0.117","0.114","0.117","0.114","536.00K","-3.31%"
"2018-12-3","0.121","0.125","0.125","0.124","24.00K","4.31%"
"2018-11-30","0.116","0.110","0.127","0.108","498.00K","-4.92%"
"2018-11-29","0.122","0.133","0.133","0.108","24.00K","-2.40%"
"2018-11-28","0.125","0.110","0.125","0.110","160.00K","0.00%"
"2018-11-27","0.125","0.133","0.133","0.116","224.00K","1.63%"
"2018-11-26","0.123","0.134","0.134","0.102","88.00K","-1.60%"
"2018-11-23","0.125","0.134","0.134","0.115","280.00K","4.17%"
"2018-11-22","0.120","0.103","0.120","0.103","64.00K","4.35%"
"2018-11-20","0.115","0.118","0.118","0.110","904.00K","-4.96%"
"2018-11-19","0.121","0.130","0.130","0.124","248.00K","5.22%"
"2018-11-16","0.115","0.110","0.125","0.104","2.97M","-4.96%"
"2018-11-15","0.121","0.128","0.128","0.120","170.00K","-0.82%"
"2018-11-14","0.122","0.107","0.125","0.107","64.00K","0.83%"
"2018-11-13","0.121","0.128","0.128","0.110","160.00K","5.22%"
"2018-11-12","0.115","0.115","0.123","0.113","602.00K","6.48%"
"2018-11-8","0.108","0.118","0.118","0.106","1.23M","1.89%"
"2018-11-7","0.106","0.120","0.120","0.106","880.00K","1.92%"
"2018-11-6","0.104","0.107","0.107","0.104","1.97M","-4.59%"
"2018-11-5","0.109","0.119","0.119","0.101","877.00K","-8.40%"
"2018-11-2","0.119","0.122","0.122","0.119","704.00K","-0.83%"
"2018-11-1","0.120","0.124","0.124","0.124","168.00K","3.45%"
"2018-10-31","0.116","0.116","0.119","0.116","928.00K","-6.45%"
"2018-10-30","0.124","0.123","0.124","0.123","","0.00%"
"2018-10-29","0.124","0.125","0.125","0.113","1.73M","-4.62%"
"2018-10-26","0.130","0.139","0.139","0.123","1.14M","0.00%"
"2018-10-25","0.130","0.126","0.138","0.126","845.50K","1.56%"
"2018-10-24","0.128","0.135","0.135","0.127","1.11M","-4.48%"
"2018-10-23","0.134","0.116","0.136","0.116","1.06M","-4.29%"
"2018-10-22","0.140","0.148","0.148","0.148","38.00K","-4.11%"
"2018-10-18","0.146","0.147","0.147","0.146","","-1.35%"
"2018-10-16","0.148","0.136","0.148","0.136","16.00K","0.00%"
"2018-10-15","0.148","0.148","0.148","0.141","304.00K","2.78%"
"2018-10-12","0.144","0.139","0.144","0.135","584.00K","4.35%"
"2018-10-11","0.138","0.142","0.150","0.138","2.18M","-8.61%"
"2018-10-10","0.151","0.154","0.154","0.142","4.18M","0.00%"
"2018-10-9","0.151","0.164","0.167","0.145","13.52M","-5.63%"
"2018-10-8","0.160","0.167","0.167","0.158","1.51M","-4.19%"
"2018-10-5","0.167","0.167","0.167","0.167","2.38M","0.00%"
"2018-10-4","0.167","0.170","0.170","0.167","1.02M","-2.34%"
"2018-10-3","0.171","0.170","0.174","0.167","2.90M","-1.16%"
"2018-10-2","0.173","0.180","0.180","0.171","1.50M","-3.35%"
"2018-9-28","0.179","0.175","0.180","0.170","7.87M","2.29%"
"2018-9-27","0.175","0.175","0.175","0.175","1.24M","-0.57%"
"2018-9-26","0.176","0.177","0.177","0.166","8.39M","1.73%"
"2018-9-24","0.173","0.170","0.177","0.163","1.86M","-1.14%"
"2018-9-21","0.175","0.168","0.175","0.168","1.22M","1.74%"
"2018-9-20","0.172","0.173","0.173","0.172","288.00K","0.58%"
"2018-9-19","0.171","0.170","0.180","0.169","962.00K","-1.16%"
"2018-9-18","0.173","0.176","0.180","0.170","2.62M","-2.26%"
"2018-9-17","0.177","0.169","0.194","0.169","28.95M","7.93%"
"2018-9-14","0.164","0.155","0.164","0.151","3.68M","3.14%"
"2018-9-13","0.159","0.155","0.160","0.149","2.91M","0.00%"
"2018-9-12","0.159","0.146","0.159","0.145","19.15M","-0.63%"
"2018-9-11","0.160","0.159","0.161","0.154","3.70M","-1.23%"
"2018-9-10","0.162","0.160","0.162","0.159","405.00K","0.62%"
